full_name,age
"Graziano Carli",8
"Elena Pagnotto",1
"Elizabeth Bond",10
"Diana Gigli",7
"Jay Cooper",2
"Jasmine Estrada",1
"Tanya Griffith DVM",3
"Brittany Bennett",5
"Denise Jordan",0
"Alfredo Padovano",8
"Tiziana Pacillo",4
"Raffaele Papafava",5
"Amalia Zacchia",9
"Bianca Fracci",5
"Aurora Perini",7
"Gianluca Santoro",1
"Linda Daniels",2
"Marta Ciani",2
"Robin Smith",2
"Dott. Domenico Chiesa",1
"James Watts",6
"Serafina Puccini-Brenna",1
"Anne Harris",6
"Mark Dominguez",0
"Nedda Giulietti",0
"Dott. Patrizio Calbo",2
"Sig. Baccio Musatti",4
"Gregory Watson",8
"Omar Park",8
"Anita Pisacane",2
"Jeremy Patterson",4
"Cynthia Grant",9
"Melissa Jarvis",9
"Sebastiano Perini",10
"Christine Hill",5
"Alessio Jovinelli",8
"Joyce Combs",7
"Charles Walker",10
"Giulia Poerio",8
"Melissa Mack",4
"Giovanni Cantimori",5
"Antonella Scamarcio",2
"Robert Fowler",5
"Willie Smith",1
"Jessica Williams",7
"Sabatino Napolitano-Bergoglio",8
"Pellegrino Piacentini-Gualtieri",0
"Amalia Vecellio",3
"Taylor White",9
"Sean Watts",0
"Maria Necci",10
"Gioachino Strangio",5
"John Patel",6
"Cynthia Mcclain",9
"Sig.ra Rosina Verga",4
"Carl Kelly",7
"Becky Brown",3
"Amber Price",4
"Patrizia Prati",1
"Ottavio Guarato",10
"Ramona Vigorelli",2
"Romana Peranda",8
"Leonardo Mercadante",7
"Reginald Watts",1
"Jennifer Williams",4
"Raffaello Metella",0
"Mrs. Ashley Mitchell",4
"Dott. Melania Fracci",2
"Amber Roberts",5
"Iolanda Tarantino",0
"Gaetano Novaro",8
"Matthew Rodriguez",10
"Atenulf Veneziano-Barcaccia",8
"Isaiah Allen",3
"Joseph Golden",10
"Matthew Reyes",2
"Sig. Gionata Malenchini",2
"Pomponio Montessori",7
"Robert Martinez",0
"Peter Holmes",6
"Zachary Grant",8
"Alderano Pagnotto",3
"Ryan Cervantes",7
"Adele Mascheroni",0
"Lauretta Giusti",3
"Riccardo Collodi",5
"Jason Hall",10
"Clelia Donati",7
"Sebastiano Praga",5
"Dott. Adelasia Capuana",9
"Sabrina Smith",3
"Benvenuto Salgari",7
"Sarah Harris",4
"Adam Dixon",0
"Alisha Warner",5
"Dott. Concetta Ficino",0
"Gary White",0
"Pina Piccio",2
"Sig. Luca Giacometti",10
"Phillip Herman",1
"Dott. Adelasia Sagredo",2
"David Cooper",6
"Trevor Harris",7
"Malik Smith",10
"Kelly Harrison",0
"Lucrezia Pavarotti-Bondumier",3
"Fabia Traversa",9
"Irma Murri",2
"Sherry Juarez",8
"Todd Bowman",6
"Rebekah Oliver",2
"Timothy Woodward",9
"Veronica Montessori",1
"Giampiero Bettoni",7
"Derek Warren",3
"Lando Bragaglia-Gucci",5
"Tiziano Cammarata",6
"Dott. Nina Nonis",3
"Dott. Rosa Santoro",0
"Tina Camiscione",9
"Adam Walker",4
"Gianna Scamarcio",8
"Shawn Roth",10
"Nicholas Smith DDS",2
"Emma Perez",5
"Nicolò Gibilisco",0
"Matthew Foster",1
"Maurilio Travaglio",6
"Kelly Lee",1
"Leslie Lopez",5
"Jennifer Cobb",8
"Heather Davis",9
"Cesare Filangieri",10
"Victoria Daniels",0
"Emily Miller",1
"Salvatore Solari-Collodi",9
"Jason Lindsey",2
"Marcella Leopardi-Verri",0
"Monica Douglas",3
"Dillon Nolan",10
"Tyler Simmons",3
"Jeffrey Baird",10
"Isabella Fusani",0
"Brian Acosta",4
"Michael Booth",10
"Trevor Rowland",6
"Luke Walton",6
"Jason Burke",3
"Sig. Ernesto Morricone",4
"Fabio Solari",5
"Luigi Gianinazzi-Baresi",2
"Christopher Garcia",0
"Larry Hensley",6
"Nino Borghese",1
"Timothy Medina",6
"Lara Telesio-Giannone",0
"Pamela Burton",3
"Dott. Nicolò Vendetti",10
"Stephen Love",8
"Bonnie Cruz",2
"Priscilla Udinesi",6
"Giovanna Vasari-Bonomo",10
"Pina Pizziol",9
"Melania Bartoli",7
"Letizia Trincavelli-Gozzi",10
"Fernanda Longhena-Bianchi",1
"Lilla Garrone",9
"Sig.ra Francesca Barcella",5
"Sig. Puccio Luciani",0
"Lauren Greer",7
"Enrico Emanuelli",9
"Nadia Tamborini-Endrizzi",3
"Steve Mcdonald",10
"Catherine Perkins",4
"Sante Fo",3
"Cindy Daniels",7
"Elladio Coardi-Marcacci",5
"Christopher Holloway",5
"Adam Thompson",8
"Jerry Lin",0
"Aaron Hill",5
"Sig.ra Mercedes Polizzi",5
"Angelo Lovato",9
"Natalie Gibson",1
"Amanda Leach",2
"Stephanie Hall",6
"Giada Mondaini-Niscoromni",0
"Robert Page",0
"Shane Hartman",8
"Jon Anderson",3
"Miss Emily Moore",7
"Anthony Bray",8
"Piero Borroni",10
"Amanda Mclaughlin",7
"Vanessa Daniel",8
"Nancy Jackson",6
"Adelasia Baglioni",0
"Valeria Cimarosa-Passalacqua",5
"Lara Crispi",5
"Chelsea Martinez",6
"Chase Wilcox",1
"Dott. Raffaello Barzini",2
"Jeremy Johnson",7
"Felicia Smith",10
"Sarah Mcclain",9
"Rebecca Hughes",0
"Allegra Udinesi",0
"Daniel Erickson",4
"John Ramirez",6
"Federica Paoletti",4
"Piero Battisti",5
"Megan Jenkins",10
"Scott Colon",5
"Rick Williams",0
"Jennifer Alvarado",1
"Jamie Wells",0
"Cameron Wright",5
"Kayla Olson",5
"Arnaldo Carducci",5
"Christopher Cox",9
"Brittany Williams",10
"Antonietta Sforza-Mocenigo",0
"Claudio Siffredi-Palazzo",9
"Vanessa Cremonesi",5
"Carlos Brock",9
"Sig.ra Stefani Pagnotto",2
"Mariano Romiti",7
"Louis Mcclure",4
"Pasquale Puglisi",2
"Dr. Jonathan Byrd",7
"Simonetta Visconti-Gori",6
"Kayla Kaufman",3
"Annamaria Borromini",9
"Shirley Hines",4
"Sig. Piergiorgio Ligorio",0
"Sig.ra Camilla Turci",8
"Brittany Davis",1
"Daniel Johnson",5
"Virgilio Gabba-Bulzoni",4
"Jonathan Nelson",0
"Rosario Cesarotti",2
"Donald Williams",3
"Mary Baker",10
"Gabrielle Coleman",7
"Maria Bevilacqua",3
"Douglas Davila",4
"Michael Webb",0
"Micheletto Jacuzzi",1
"Adele Civaschi",3
"Jeffrey Morrison",8
"Charles Miller",8
"Alison Olsen",5
"Dott. Ilaria Pedroni",0
"Caterina Babato",8
"Gianna Ostinelli",3
"Marcello Gottardi",7
"Michelangelo Gonzaga-Cafarchia",3
"Eraldo Mazzacurati-Perozzo",2
"Sharon Mason",1
"Stella Sonnino",5
"Eugenia Tutino",3
"Brian Armstrong",6
"Adamo Comisso",9
"Aaron Bowen",3
"Antonello Trupiano",1
"Natalia Totino",7
"Simonetta Bonomo",0
"Patrizia Cicilia",6
"Alessandro Smirnoff",6
"Jeremy Young",6
"Sig. Raimondo Babato",7
"Lisa Lee",3
"Jordan Silva",7
"Lisa Brown",0
"Jared Lopez",4
"Dott. Gilberto Buonauro",9
"Todd Owens",8
"Sig. Fredo Dandolo",5
"Gustavo Orlando-Vattimo",0
"Pina Calvo",10
"Michele Vazquez",1
"Antonino Maffei-Bernetti",8
"Giuseppina Filogamo",0
"Paloma Pirelli",2
"Amber Hill",8
"Richard Wilson",3
"Fausto Pareto",1
"Sig.ra Fabia Ritacca",8
"Curtis Guerra",5
"Dott. Vittoria Gagliardi",0
"Robert Mcgee",0
"Umberto Vasari",2
"Candace Howard",0
"Teresa Morris",3
"Jolanda Giannelli",1
"Simone Bondumier",10
"Ermenegildo Berengario",5
"Luca Borromini",9
"Tonino Curci",9
"Paola Salvemini",10
"Dott. Toni Legnante",10
"Marta Paruta",2
"April Chan",6
"Dott. Ermanno Tasso",9
"Ryan Ho",2
"Cirillo Fattori",5
"Dawn Rubio",7
"Dalton Prince",2
"Holly Price",4
"Raymond Rice",5
"Andrew Holland",6
"Samantha Reyes",1
"Sig. Emilio Trevisani",4
"Ermenegildo Ligorio-Jacuzzi",0
"Gian Vivaldi",1
"Raffaella Romano",9
"Stephanie Anderson",2
"Andrea Rodriguez",2
"Adele Fioravanti",10
"Dwayne Thomas",7
"Piergiorgio Ruggeri",9
"Christian Reid",1
"Francesco Padovano",2
"Milena Cuomo",3
"Jessica Mendez",2
"Laura Cooley",0
"Baldassare Filogamo-Abba",5
"Brian Paul",7
"Jennifer Miller",5
"Jessica Porter",4
"Aaron Rodriguez",0
"Scott Herrera",2
"Sig. Rembrandt Peano",9
"Evan Barr",1
"Fiorenzo Poerio-Treves",7
"Brad Hall",3
"Gregory Torres",0
"Etta Calarco",7
"Michael Jensen",5
"Liliana Marinetti",0
"Roman Venier",3
"Gioffre Boldù",8
"Mark Daugherty",10
"Jill Skinner",2
"Jose Lee",4
"Kathryn Higgins",8
"Andrea Miller",6
"Livio Traversa",3
"Leslie Brooks",4
"Dott. Tonia Paoletti",4
"Christine Walton",9
"John Bailey",8
"Mitchell Weiss",6
"Elizabeth Moore",0
"Giampiero Pederiva",9
"Sarah Ashley",1
"Sig. Mirco Ferraris",9
"Sig.ra Barbara Porcellato",5
"Amico Bulzoni",6
"Wendy Strickland",7
"Derrick Cochran",10
"Michael Phillips",5
"Joe Tapia",1
"Dott. Stefania Petrocelli",6
"Dott. Lazzaro Tropea",3
"Joe Watkins",4
"Costanzo Ajello-Scarponi",4
"Augusto Scialpi",7
"Melania Moschino-Pininfarina",4
"Fernanda Tosto",8
"Fabio Acerbi",10
"Robin Smith",6
"Caleb Blackburn",0
"Justin Wyatt",5
"Tiziana Agostinelli",5
"Emma Passalacqua",2
"Steven Kelly",3
"Gionata Boccherini",7
"Larry Monroe",0
"Thomas Tapia",6
"Jason Martinez",10
"Raffaele Sagese",7
"Barbara Hoffman",6
"Tina Corradi",5
"Maurizio Cafarchia",8
"Christopher Haynes",0
"Dante Zabarella-Antonucci",10
"Kristin Robbins",6
"Dott. Maria Grimani",4
"Samuel Hooper",6
"Eraldo Galeati",8
"Cristina Marangoni-Metella",0
"Saverio Puglisi",2
"Antonina Rossi",8
"Lodovico Alboni",9
"Luis Fernandez",3
"Dott. Melina Chechi",6
"Andre Massey",10
"Jorge Simmons",5
"Amadeo Ferrucci",5
"Amanda Clark",6
"Justin Smith",3
"Dott. Margherita Falcone",7
"Charles Moody",7
"Fabrizio Luzi",3
"Brandi Huber",10
"Kelly Miller",4
"Sylvia Bignardi",4
"Kathryn Mendoza",10
"Gino Busoni-Buonauro",7
"Dr. Donna Macdonald",8
"Sig. Giacobbe Taliercio",1
"John Hill",10
"Luisa Aloisio",2
"Ruggero Schiaparelli-Ciani",3
"Jennifer Matthews",8
"Jessica Parrish",9
"Barbara Carroll",7
"Sig.ra Aria Celentano",10
"Amanda Caboto",3
"Nicholas Powell",2
"Leah Silva",4
"Ronaldo Surian",2
"Fabio Riccati",7
"Brittany Watson",3
"Pamela Sanders",6
"Manuel Argenti",5
"Guido Ferragamo-Marrone",9
"Anna Jones",10
"Robert Bean",9
"Amy Byrd",3
"Leopoldo Foletti",2
"Daniel Smith",5
"Dott. Francesca Guidotti",6
"Caleb Garcia",4
"Valentina Falcone",6
"Maurizio Morucci-Florio",0
"Alexander Shaw",8
"Dott. Piergiorgio Ovadia",7
"Mattia Chigi",2
"Andrew Soto",7
"Roberta Angeli",6
"Seth Anderson",3
"Meghan Olson",6
"Shannon Johnson",3
"Clelia Federici",2
"Livia Grasso-Brenna",4
"Panfilo Dalla",5
"Willie Mccullough",5
"Alberto Farina-Parini",8
"Giulia Argan",5
"Charles Summers",1
"Sara Shaw",8
"Sharon Sheppard",10
"Bianca Satta-Borghese",9
"Sig.ra Annetta Treves",2
"Antonio James",0
"Adelasia Fabrizi",8
"Alan Kemp",1
"Silvia Ponti",6
"Joseph Hodge",4
"Natasha Jacobs",1
"Orlando Fagiani",10
"Rodolfo Ricolfi",3
"Tyler Mosley",0
"Adam Shelton",5
"Jill White",4
"Sharon Gilbert",10
"Kathy Robinson",1
"Nathan Pacheco",8
"Ottavio Baglioni",0
"Kim Edwards",2
"Robert Romero",8
"Matthew Jennings",2
"Sig. Edoardo Crisafulli",0
"Carol Webb",8
"Joshua Woods",10
"Antonina Bosio",3
"Monica Clark",4
"Mirco Tutino",9
"Giancarlo Dibiasi",5
"Giustino Verdi",5
"Galasso Grassi",10
"Elizabeth Ware",8
"Concetta Fagotto",0
"Pompeo Beccheria",9
"Paige Zuniga",1
"Evangelista Ruffini",10
"Steven Morales",5
"Martha Harding",6
"Coriolano Scotti-Pagliaro",6
"Piersanti Abate",6
"Michele Johnson",2
"Dott. Osvaldo Chiappetta",6
"Sig. Corrado Ligorio",5
"Morena Giammusso",6
"Lisa Pareto",8
"Maurice Franklin",1
"Rita Vigliotti-Bombieri",0
"Pina Sokolov",5
"Paul Lawson",10
"Giacinto Einaudi",3
"Lauren Ponce",7
"Pellegrino Armellini",1
"Lori Kelly",9
"Teresa Cole",7
"Michele Brown",5
"Loredana Giannotti",3
"Doris Rodriguez",1
"Abigail Mcknight",3
"Francesco Ciani",3
"Laura Cohen",4
"Victoria Craig",7
"Giampaolo Mercantini",0
"Dott. Luigina Draghi",10
"Bianca Michelangeli",1
"Viridiana Angiolello",10
"Cirillo Pizzamano-Fusani",8
"Pasquale Bottigliero",6
"Giorgia Donini",2
"Mary Shaw",4
"Jacqueline Bryan",10
"Kimberly Contreras",4
"Sandro Versace",1
"Ramona Canetta",5
"Ashley Gutierrez",0
"Rachel Jennings",2
"Atenulf Sermonti",2
"Lawrence Decker",1
"Dott. Nanni Treves",10
"Mercedes Galilei",1
"Salvi Morosini",1
"Chiara Goldstein",4
"Jerry Barnett",5
"Vincentio Nosiglia",5
"Matthew Callahan",3
"Mercedes Baracca",0
"Andrew Andrews",6
"Veronica Webb",8
"Sig. Geronimo Stradivari",7
"Ruggiero Chiaramonte-Mastroianni",3
"Greco Benedetti",8
"Mark French",10
"Lisa Bentley MD",6
"Brandi Kelly",6
"Matthew Freeman",7
"Danilo Collina",7
"Chris Griffin",7
"Crystal Leonard",5
"Dott. Nedda Guidotti",7
"Alice Watkins",2
"Amanda Cruz",10
"Brent May",10
"Patrizia Ammaniti",1
"Sig.ra Stefania Praga",1
"Alberto Parini-Iannelli",9
"Gabriella Liu",1
"Manuel Brunelleschi",8
"Angel Delgado",5
"Jessica Austin",4
"Alfredo Serlupi",6
"Aaron Evans",3
"Joshua Martin",3
"Ciro Necci",7
"Gloria Pugliese-Falier",2
"Monica Cortez",1
"Caterina Piazzi",5
"Sarah Lee",4
"Vincenza Zecchini",0
"Eva Martucci",4
"Pierpaolo Bellini",1
"Elizabeth Fisher",0
"Sig.ra Stefania Missoni",0
"Etta Renault",6
"Virgilio Gioberti",10
"Graziella Casini",6
"Joan Wilkins DDS",7
"George Acevedo",3
"Ryan Davis",1
"Emma Benigni",10
"Brittany Hill",4
"Giorgia Federici-Juvara",4
"Robert King",6
"Whitney Mitchell",7
"Salvatore Capecchi",3
"Keith Lewis",0
"Lisa Dean",6
"George Edwards",8
"Timothy Bell",1
"Ashley Kerr",7
"Charles Campbell",4
"Elisa Sonnino-Chittolini",1
"Torquato Crespi",7
"Andrew Decker",9
"Thomas Mcneil",5
"Michael Cross",9
"Eric Vasquez",3
"Nicholas Clayton",7
"James Wallace",4
"Justin Robbins",9
"Stephanie Murphy",6
"Stefani Dovara-Sandi",6
"Daniel Campos",1
"William Hernandez",4
"Donna Adkins",0
"Barbara Pederiva",5
"Candice Garner",10
"Luciana Comencini",0
"Crystal Mckee",10
"Amadeo Corcos",10
"Dott. Laura Spadafora",3
"Patrizia Guarana",8
"John Flynn",0
"Rita Silvestri",8
"Imelda Palombi",6
"Adelasia Petrassi",1
"Achille Tozzi",4
"Isabella Guinizzelli",7
"John Frost",1
"Dolores Mazzocchi",1
"Carla Gallegos",1
"Brenda Brady",6
"Fausto Bompiani-Pederiva",1
"Phillip Smith",9
"Jacqueline Zhang",4
"Eleanora Pareto",9
"Kevin Bell",0
"Clayton Benson",8
"Dott. Liberto Montesano",5
"Teresa Donatoni-Odescalchi",5
"Patrick Turner",10
"William Moreno",0
"Manuel Finetti",4
"Michael Marshall",2
"Giuseppina Crisafulli",7
"Olivia Smith",7
"Rosaria Cignaroli",3
"Adele Pascarella",9
"Dott. Antonello Villarosa",7
"Alphons Belletini",3
"Giampaolo Pacillo",9
"Sig. Guarino Moneta",1
"Clelia Leonardi",5
"Serena Schiavone",9
"Vanessa Gonzalez",7
"Anita Porcellato-Terragni",7
"Daniel Kelly",10
"Amanda Smith",3
"Pina Asprucci",3
"Michele Silvestri",7
"Veronica Bova-Boiardo",3
"Carla Vittadello",3
"Robert Fuentes",10
"Stefani Sbarbaro",0
"Etta Miniati",5
"Cassandra Lombroso",8
"Maria Wallace",1
"Curtis Powell",9
"Allison Ortiz",1
"Samantha Jackson",0
"Filippo Iadanza",5
"Kristina Myers",4
"Patrick Mitchell",7
"Cassandra Doyle",9
"Dott. Marcella Segni",2
"Rodolfo Tartaglia",1
"Erica Ponce",7
"Melissa Casey",10
"Susanna Canil",1
"Abigail Hall",7
"Sarah Russell",5
"Timothy Hines",3
"Pasquale Sagnelli",9
"Dr. Jennifer Peters DDS",9
"Elladio Faugno",6
"Michelotto Ruffini-Ciani",9
"Paolo Praga-Prodi",9
"Tammy Jackson",2
"Ronald Garcia",3
"Jesse Rose",6
"Beppe Mazzanti",9
"Adriano Marconi",8
"Paul Ballard",9
"Marcello Norbiato",3
"Iolanda Palazzo",8
"Fernanda Trupiano",2
"Donna Peterson",7
"Chris Bennett",6
"Cynthia Williams",10
"Shawn Blake",5
"Mark Torres",9
"Michele Tapia",2
"Vanessa Malenchini",0
"Ricky Jackson",0
"Annalisa Bernetti-Beffa",9
"Denise Odom",9
"Linda Reynolds",1
"Griselda Taccola",2
"Roberto Virgilio",9
"Clelia Baracca",5
"Kenneth Clark",3
"Niccolò Borromini",4
"Donna Tiepolo",2
"Osvaldo Luna",6
"Ashley Hardy",1
"Greca Cicilia-Bellini",10
"Glenn Vazquez",5
"Brandy Reyes",7
"Costantino Bembo",2
"Pierpaolo Dandolo",5
"Carmelo Scarlatti",9
"Dott. Tina Ceci",10
"Rosalia Boezio",6
"Milena Veneziano",2
"Eric Tyler",10
"Raffaello Corbo-Canil",2
"Travis King",0
"Dott. Lando Bonolis",0
"Tracy Thomas",4
"Giada Antonini",9
"Randy Wolf",5
"Dott. Letizia Condoleo",1
"Nicholas Brown",2
"Paloma Marangoni",6
"Adamo Gucci",5
"Angelica Ceri",5
"Michael Johnson",5
"Rosalia Tozzi",2
"Pierluigi Trezzini",2
"Gabriella Modigliani",4
"Todd Fry",0
"Rossana Sforza",10
"Monica Miller",6
"Tiffany Walter",8
"Lolita Giannuzzi",8
"Devon Caldwell",5
"Dustin Beard",9
"Melina Callegari",3
"Saverio Galeati",2
"Gianfranco Torricelli-Michelangeli",5
"Mariana Palumbo",10
"Sig. Severino Petrassi",8
"Sharon Acevedo",10
"Patrizia Petrassi",4
"Annunziata Schicchi",1
"Claudio Marsili",0
"Natalie West",5
"Elizabeth Harrison",2
"Arturo Bernardi",1
"Amy Robinson DDS",4
"Laura Kerr",2
"Stella Canali-Pennetta",1
"Richard Herrera",1
"Larry Taylor",3
"Paoletta Bosurgi",1
"Martino Morabito",3
"Michelle Kelly",10
"Sharon Martinez",3
"Gioffre Bassi",1
"Karen Gomez",2
"Luigi Serao",0
"Barbara Austin",10
"Timothy Romero",1
"Sig. Alfio Trebbi",9
"Sig. Calogero Luna",10
"Sonia Ludovisi",10
"Cynthia Poole",6
"Chad Chen",0
"Rosalia Borrani-Rosmini",10
"Sig.ra Paloma Ferrata",4
"Megan Henderson",0
"Ranieri Granatelli",6
"Ottone Majorana",2
"Amalia Dibiasi",10
"Luigi Zaguri",9
"Antonina Colletti",7
"Jennifer Collins",4
"Heather Maxwell",6
"Luigina Mazzini",5
"Jason Matthews",1
"Elizabeth Mitchell",5
"Michael Schaefer",2
"John Gilbert",4
"Nico Spanevello",0
"Monica Brooks",0
"Tonya Vasquez",2
"Kaylee Jones",10
"Licia Armani-Bacosi",1
"Christina Kelley",9
"Amedeo Sollima",10
"Nicoletta Staglieno-Bassi",9
"Jerry Vaughn",6
"Michelle Paul",0
"Rita Gonzaga",9
"Taylor Diaz",10
"Dott. Baldassare Marino",5
"Sarah Myers",2
"Alessandro Calgari",0
"Tiziano Pezzali",6
"Sig.ra Loredana Civaschi",8
"Darrell Parker",2
"Katherine King",9
"Corey Fowler",9
"Claudio Tebaldi",0
"Monica Foscari-Leonardi",7
"Nicole Obrien",3
"Saverio Bodoni",5
"Giovanna Rossellini",0
"Vito Lopresti",7
"David Mendoza",10
"Linda Petersen",2
"Amico Capone-Foa",10
"Rosaria Modugno",10
"Pina Spadafora-Galeati",10
"Pamela Ayala",4
"Vittoria Murri-Sabbatini",0
"Tatiana Basso",3
"Fabio Speri",6
"Irma Gremese",2
"Sig.ra Lina Vittadello",10
"Vittoria Conte",4
"Eleanora Majorana",7
"Dawn Torres",5
"Paul Perez",4
"Dott. Antonietta Mercalli",5
"Melissa Harrell",1
"Michelle Fuller DVM",1
"Lazzaro Scaduto",2
"Seth Gonzalez",1
"Kristin Price",1
"Angela Orozco",10
"Shannon Davis",3
"Lina Majorana-Salgari",5
"Nino Bartoli-Ferrucci",3
"Liliana Soderini",8
"Massimo Caracciolo",8
"Cynthia Myers",8
"Annamaria Sgarbi",1
"Arturo Scalera",7
"Ramona Antonacci",7
"Sylvia Casini",7
"Maria White",5
"Caterina Micca-Galilei",0
"Mrs. Kaitlin Norman",10
"Corrado Botticelli",10
"Lindsay Logan",2
"William Li",0
"Marcello Grifeo-Ortese",7
"Fiamma Rosiello",3
"Ruggiero Disdero",7
"Antonia Turrini",3
"Kaitlyn Shaw",7
"Brian Rodriguez",9
"Jenna Barnes",8
"Rebecca Carter",4
"Morgan Price",6
"Tony Maldonado",3
"Antonino Bettoni",7
"Daria Mercantini",0
"Dolores Pascarella",8
"Griselda Morellato",2
"Damiano Contrafatto-Muti",7
"Laureano Segrè",7
"Ciro Briccialdi",8
"Luisa Comisso",9
"Lidia Gregori",9
"Charlotte Stevens",0
"Mark Lyons",0
"James Allison",9
"Valerie Pena",3
"Lisa Miller",6
"Maria Liverotti",10
"Vanessa Warren",0
"Brian Camacho",2
"Zoe Berger",4
"Peggy Cook",8
"Maureen Sparks",10
"Elizabeth Harris",8
"Dott. Livia Giulietti",2
"Dott. Aria Bonolis",8
"Amalia Antonacci",0
"Kathleen Brown",6
"Flora Parini-Medici",1
"Christopher Lowery",4
"Robert Norris",7
"Imelda Giannelli",6
"Brandy Becker",0
"Gian Gregori",1
"Zaira Ferrari",2
"Nicole Smith",10
"Stefano Marenzio",1
"Thomas Jimenez",10
"Dott. Flavio Pisaroni",9
"Liana Malpighi",8
"Christopher Santiago",4
"Jesse Petty",8
"Christopher Jackson",6
"Victoria Alvarez",0
"Jeremy Singh",4
"Vito Sagese",8
"Telemaco Cavanna-Papetti",10
"Gail Hickman",8
"Beatrice Toninelli-Correr",6
"Giovanna Zito",10
"Steve Finley",8
"Susan Moore MD",8
"Timothy Jennings",3
"Spencer Robinson",8
"Hannah Burns",6
"Jeremy Stevenson",8
"Gerald Marshall",5
"Isabella Brugnaro",3
"Austin Gordon",4
"Cesar Wilcox",6
"Jennifer Gonzales",9
"Eva Binaghi",0
"Kristina Hicks",2
"Ermes Sgalambro",3
"Dott. Gianna Ricciardi",7
"Katherine Bailey",0
"David Yang",5
"Piergiorgio Andreotti-Abba",3
"Adelmo Favata-Peranda",1
"Shelly Robinson",8
"Allegra Impastato",2
"Dott. Lara Pizzetti",10
"Claudia Parini",1
"Sig. Patrizio Panatta",4
"Mercedes Vidoni-Campise",0
"Daria Spallanzani",4
"Ashley Johnson",6
"Greco Muratori",6
"Evangelista Orengo",7
"Tonia Sismondi",1
"Sig.ra Mariana Borsiere",2
"Jennifer Duran",9
"Beatrice Montanariello-Franzese",4
"Justin Day",4
"Gionata Ciani",2
"Sig.ra Flora Manacorda",2
"Vittorio Pavanello",4
"Joseph Jones",9
"Stefano Scarpa",8
"Marcantonio Cerutti",10
"Karen Hernandez",3
"Angela Hudson",4
"Susan Cantrell",4
"Kelly Anderson",2
"Panfilo Palombi",9
"Stephen Hughes",9
"Augusto Verdone",4
"Patrick Taylor",8
"Isabella Biagi",5
"Jasmine Morris",0
"Tatiana Ferrante-Serao",5
"Sig. Mirko Franceschi",1
"Gino Luna",2
"Cameron Griffith",0
"Joe Adams",1
"Cecilia Bonatti",10
"Barbara Pacetti-Dulbecco",2
"Nicholas Hopkins",3
"Henry Porter",2
"Stefani Panicucci",5
"Morena Camicione",1
"Bonnie Lynch",4
"Rodolfo Trebbi",4
"Joe Cannon",7
"Antonello Palladio",1
"Ricciotti Golgi",2
"Christine Davidson MD",1
"Whitney Pratt",6
"Elizabeth Burton",6
"Fiamma Turci",5
"Romina Fischetti",6
"Ashley Holder",1
"Patrizio Ruggeri",10
"Mary Perez",7
"Melissa Heath",3
"Tina Martin",8
"Holly Dalton",4
"Mario Antonioni",9
"Lisa Gonzales",8
"Mirko Cicala-Tafuri",10
"Sig. Salvi Cutrufo",3
"Viridiana Toninelli",4
"Mary Anderson DDS",3
"Beatrice Palazzo",8
"Chris Reynolds",8
"Sante Gaggini-Montanari",7
"Cathy Vaughn",1
"Erin Herrera",3
"Michael Morgan",4
"Jesus Ortiz",3
"Joseph Odonnell",0
"Dott. Ruggero Montanariello",0
"David Kim",6
"Vanessa Roberts",3
"Melissa Whitehead",6
"Joe Holland",9
"Dennis Herman",2
"Ansaldo Collodi",3
"Massimo Detti",6
"Dott. Amalia Zacco",10
"Hector Hill",6
"Francesco Mercati",7
"Sig.ra Susanna Tafuri",2
"Kaitlyn Wallace",2
"Ermes Capuana",1
"Antonietta Cutrufo",2
"David Olson",9
"Amedeo Trincavelli",9
"Jessica Riley",10
"Kurt Johnston",7
"Dott. Giulietta Parmitano",0
"Beppe Golgi-Brancaccio",2
"Margherita Bonomo",3
"Dott. Ida Cuomo",9
"Ashley Clements DVM",0
"Jim Christensen",6
"Elladio Visintini",0
"Mario Bernardi-Parri",5
"Scott Perkins",3
"Piermaria Garzoni",6
"Kurt Roberts",3
"Edward Hale",2
"Lara Borsellino-Petralli",5
"Sherri Brown",10
"Tina Shea",9
"Mr. Robert Williams",4
"Alicia Leon",0
"Christopher Johnson",2
"Elizabeth Gray",6
"Nicoletta Spadafora",2
"Antonina Agnesi",4
"Michelangelo Rosiello",2
"Jasmine Hurley",6
"Thomas Brooks",6
"Thomas Hancock",7
"Pierluigi Rinaldi-Borsellino",5
"Teresa Cagnin",3
"Dott. Goffredo Ubaldi",1
"Panfilo Gradenigo",7
"Lucia Napolitano",0
"Raffaele Zacco",2
"Dino Combi",0
"Amber Rodriguez",3
"Richard Price",4
"Jamie Jones",0
"Ernesto Naccari",0
"Telemaco Cerutti",10
"Gioacchino Bonatti",2
"Vincentio Boccherini",0
"Serena Manunta",6
"Laura Garcia",5
"Luigina Semitecolo",0
"Dina Crespi-Almagià",5
"Miss Patricia Hart",9
"Angela Valencia MD",9
"Molly Johnson",2
"David Morgan",4
"Jane Mueller",4
"Caitlin Franklin",4
"Omar Fernandez",3
"Virgilio Vecellio-Togliatti",10
"Todd Diaz",9
"Tiziana Bertoli",2
"Alan Mendoza",6
"James Velasquez",9
"Kimberly Hahn",3
"Thomas Freeman",7
"Alessandro Cuomo",6
"Colleen Edwards",8
"Dennis Smith",10
"Lisa Smith MD",1
"Luigi Caruso",6
"Marisa Cipolla",9
"Erica Flores",4
"Bianca Marzorati",2
